Season,Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
2016,"Rick Porcello","BOS",7.62780269058296,1.2914798206278026,5.90625,0.9282511210762332,0.21235955,0.03595506,0.17640449,0.22840236686390533,1.0089686098654709,0.2685624012638231,0.74344023,71.44338337461114,80.85007380525605,91.58926087709699,3.1479820627802693,3.3976814590762014,-0.24969939629593219,3.894263448896964,3.7794842586727935,"Rick Porcello",2717,519144
2016,"Max Scherzer","WSN",11.194160833298305,2.2072993192419195,5.07142857,1.2218978374374911,0.31485588,0.06208426,0.25277162,0.19642857142857142,0.9678832332390161,0.25523809523809526,0.81699346,69.63221459641677,78.46679801472214,81.74312928908958,2.956204445413285,3.238531187811431,-0.2823267423981459,3.3701641579825137,3.045684664173281,"Max Scherzer",3137,453286
