Season,Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
2012,"R.A. Dickey","NYM",8.85877356683069,2.079885967864597,4.25925926,0.9243937634953765,0.24811219,0.05825243,0.18985976,0.2222222222222222,1.0527817862030677,0.2754098360655738,0.79945799,72.67000024457744,83.55509819762871,83.75663331189867,2.734664883673822,3.2699157260655833,-0.5352508423917612,3.266787958887944,3.2475098161753695,"R.A. Dickey",1245,285079
2012,"David Price","TBR",8.744076461725205,2.5165878597160347,3.47457627,0.6824645043297721,0.24521531,0.07057416,0.17464115,0.22409326424870465,1.0995261458646328,0.2849364791288566,0.81081081,65.98167253209544,74.79997974478835,75.12957332628922,2.5592418912366455,3.0470587266755045,-0.487816835438859,3.118973916875691,3.2325719886434516,"David Price",3184,456034
