Season,Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
2013,"Clayton Kershaw","LAD",8.847457627118644,1.9830508474576272,4.46153846,0.4194915254237288,0.25550661,0.05726872,0.19823789,0.19226260257913247,0.9152542372881356,0.25081967213114753,0.80550098,51.14735383105617,63.623886628189176,76.17175280682625,1.8305084745762712,2.386837426686691,-0.55632895211042,2.874985650011291,2.988543610155045,"Clayton Kershaw",2036,477132
2013,"Max Scherzer","DET",10.077760736818702,2.351477505257697,4.28571429,0.7558320552614026,0.28708134,0.06698565,0.22009569,0.1958762886597938,0.970451033915875,0.25868725868725867,0.74411135,71.64326816557164,68.9938942880944,79.79118904337038,2.8973562118353766,2.7399227977697733,0.1574334140656033,3.1587953157202344,2.909396820237892,"Max Scherzer",3137,453286
